,count,mean_ms,p50_ms,p95_ms,p99_ms,tps
LR,5000.0,0.5277812197105959,0.3763999557122588,1.1672600405290725,1.6093150305096062,1892.691006495112
RF,5000.0,72.40445366005879,72.8936999803409,91.35256002191454,115.88696798542516,13.810955714415082
XGB,5000.0,1.229253120231442,1.1928000021725893,1.392075006151572,1.6952241002582062,813.0119373672376
RL,5000.0,0.4067919803317636,0.3915999550372362,0.49730505561456084,0.6550129817333076,2452.717493137436
